"logFC","AveExpr","t","P.Value","adj.P.Val"
0.958435084678995,3.30093993476709,3.66768053763028,0.000158737178766829,0.00597106905486293
0.871835136478755,2.93157368357393,3.63892434283946,0.000176249984326358,0.00655183397617894
0.84329833328084,-0.919559396135042,3.63789766300562,0.000176907721311393,0.00655699908989646
0.876009920220787,3.62944257240819,3.63476519263095,0.000178928849357997,0.00661251966969511
0.755363632992472,3.52102906967384,3.63366407676966,0.000179644464914045,0.00661961047244495
0.770128578642439,3.95734702098393,3.63239717784975,0.00018047115993022,0.00663074125104085
0.741441945967988,4.45428087279323,3.62478145878533,0.000185516724076041,0.00677672218380659
0.741935116923,1.66069405889105,3.61370771613431,0.000193090924903559,0.0070128626432646
0.910839652543158,-0.0813760312845909,3.59388957013064,0.000207378240579893,0.00739171677685845
0.922044856346095,0.140247317050965,3.5932844593068,0.000207829752326518,0.00739171677685845
0.699844320951428,4.90702729241573,3.5909701565822,0.000209565152339788,0.00741931081350864
0.870164927706688,0.211453633857286,3.587066341642,0.000212523405116782,0.00750302602589666
0.721992734890213,8.95157775001207,3.58592978613808,0.000213392028764122,0.00751270710738088
0.963939859936534,0.98385952083432,3.58053478226786,0.000217560974599556,0.00763820321656608
0.891713510414736,-1.00631677060976,3.57970475641443,0.000218209132166708,0.00763973745555409
0.914557926521775,-0.540406938034989,3.55528240866994,0.000238113641986503,0.00822272765318965
0.964386875488828,0.122723718773677,3.55136743602967,0.000241458920312193,0.00831552941096949
1.07794380171809,7.80351131822025,3.53702066300321,0.000254099376517027,0.00870342010785556
0.685241351253378,3.59820255980068,3.52825958694926,0.0002621215019612,0.00891696656490595
0.839036003413039,3.60476184219342,3.52790571147173,0.000262450475682017,0.00891696656490595
0.898663420726291,5.04059673546496,3.52093566457284,0.000269009624988131,0.00911531541615277
0.827672828168633,1.898504219453,3.51429732929146,0.000275399471708057,0.00925737745456952
0.695587154940857,2.17622372001024,3.50629428753885,0.000283292381185584,0.00947230795186402
1.04471558410921,-2.05853686300595,3.50457555032592,0.000285014935245472,0.00950475927854226
0.953748052340684,-1.17154522711761,3.48467599599576,0.000305687633070946,0.0101406456545504
0.744428100120487,3.43720427894935,3.47943761694198,0.000311358846013936,0.010301739410393
0.795566726588637,4.33029539335769,3.47603481685766,0.000315095512291279,0.0103981519056122
0.949697866592543,-1.3175176353956,3.47503079540369,0.000316206051286014,0.0104076257349061
1.08738978657197,-3.70366315769346,3.4620467513441,0.000330902134161447,0.0107790517362539
0.973128642838431,-0.880006665470091,3.46127127707976,0.000331799809642295,0.0107805084680436
1.06737782153825,0.250760160429878,3.43926443454862,0.000358246335954891,0.0115213115525035
0.776770328576939,0.221759076793185,3.43594093803767,0.000362407823100223,0.0115961328510474
0.862667362392119,0.071311721903809,3.4344872482067,0.000364242239169922,0.0116253981335067
0.703689386376462,3.22651305472411,3.42643829685224,0.000374557551672699,0.0119245161098016
0.829707083648707,3.43631257254912,3.41284388833185,0.0003926029849898,0.0124106393530339
0.696608465672487,7.04781483141939,3.3848593520867,0.000432339675924795,0.0135255969406275
0.706000008421761,7.04110137743792,3.38231412512908,0.000436134393952595,0.0135655489112978
1.13100338996222,4.47435755985132,3.38178518162626,0.000436926900121666,0.0135655489112978
1.00432296993788,-0.689615383757757,3.38041686793116,0.000438983266454687,0.0135655489112978
0.869284467513527,2.08164160872844,3.37896388924926,0.000441176768901097,0.0136000809320511
0.848363131158973,0.923184114503412,3.37729991805136,0.000443701376014084,0.0136446269864769
0.854988493919648,2.72350773763177,3.36378587099381,0.00046471075724357,0.0141529620742204
0.755271159972781,4.8306071189755,3.35452270910686,0.000479644273112028,0.0145029281527821
1.03041204872881,5.8572266313116,3.33969654214957,0.000504481527633517,0.0151364855142543
0.78956739979184,4.52633439561015,3.32188824604533,0.000535899895677253,0.0159527731483585
0.804376390266359,2.17796317737849,3.32026637964168,0.000538850130413703,0.0159527731483585
0.739679374900487,1.70263311419425,3.31996714001346,0.000539396110124861,0.0159527731483585
0.865236518415807,7.36814390034129,3.31951844102867,0.000540215753421746,0.0159527731483585
0.701963121589903,6.82927307949266,3.292622791493,0.000591521667475328,0.0172661486263757
1.121534514686,6.5482978481969,3.28605833152261,0.000604715128989834,0.0175701023340287
0.78693893223409,2.04360989168061,3.28466053321139,0.000607559619786066,0.0176122615469635
1.09600220612294,8.55332197891929,3.28108497235221,0.00061489259526333,0.0177840446488175
1.07687298992564,-2.55414219280197,3.27903155341392,0.000619141026556386,0.0178207843500285
0.892504072207675,1.23691034184115,3.26826813407915,0.000641860480643314,0.0183125837807017
0.944026270785596,-1.56869375603841,3.26531468207109,0.000648228901013487,0.0184111574829426
