"","logFC","AveExpr","t","P.Value","adj.P.Val"
"klhl42",1.03264410355084,0.66224604205447,3.7349433411142,0.000124298970969703,0.00301538328999247
"dipk1a",0.788522372904474,2.90072700091116,3.72564672653631,0.000128642552966389,0.0031088207016103
"irf4",0.944364910182971,3.56667781250084,3.72142478616818,0.000130662152530491,0.00315160104166578
"znf618",0.980870200245804,2.17796317737849,3.71576078867951,0.000133418667645596,0.00321033764355469
"gart",0.892701578091519,4.8914365523556,3.7152228666066,0.000133683297681902,0.00321033764355469
"nrip1",1.21929526335102,1.37029758802017,3.71486561840346,0.000133859319420312,0.00321033764355469
"apbb2",1.17502881859553,-2.15701822691373,3.71252963819358,0.00013501570176059,0.00323193836089413
"dna2",0.907640984007398,3.33714087773878,3.70792836367602,0.000137321133981393,0.00328091079847037
"znf202",0.803921385803208,3.25825477542791,3.70613729140028,0.000138228551463544,0.00328756155781731
"csgalnact1",0.81677823725704,3.85880452009138,3.70585916324459,0.00013836996759053,0.00328756155781731
"mllt6",0.847059397976089,7.0625362977201,3.70022107350604,0.000141266326280439,0.00334984070892772
"nynrin",1.04586972651058,0.811432679585202,3.69628502590031,0.000143322161529786,0.00339222621643252
"znf827",0.940589124397898,1.02995973986204,3.68853821079206,0.000147451194657519,0.00348195992966506
"elfn2",1.20115266664056,-1.32041262899999,3.68222058319392,0.000150901351814198,0.0035450598244975
"heg1",1.05714915512775,3.62944257240819,3.67935061638299,0.000152493731810118,0.00357128628687147
"fkbp14",1.06337872306641,-0.299485651121766,3.67919084115606,0.00015258284634153,0.00357128628687147
"gen1",0.864500460449418,1.70263311419425,3.67692011211459,0.000153854669095059,0.00359439771292504
"olfm1",1.0532056318396,1.68991609079429,3.67022033307755,0.00015766573748719,0.00366986603333444
"rapgef5",1.3556227640268,-1.08036690939968,3.66680910239942,0.000159640219684349,0.00370563048852561
"rnf186",1.26431624788989,-2.0164187841341,3.66655429448953,0.000159788639627064,0.00370563048852561
"shisa7",1.14942212858543,3.30093993476709,3.66331531968505,0.000161686652575574,0.00373593711499576
"las2",1.09781234186138,-0.260801090821893,3.66180971664572,0.000162576146595484,0.00374963488470862
"mdn1",1.56849178417756,-0.814199589038122,3.65398635744323,0.000167272909252322,0.00384393145461837
"sepsecs",0.999263697620141,0.458199264324273,3.65196250848473,0.000168508582896464,0.00385471447456487
"tktl1",1.20039636250033,-1.66945486871979,3.6517202030791,0.000168657101387323,0.00385471447456487
"rorc",1.10053420333065,0.55996632093211,3.64435573375909,0.000173230411856166,0.00394497148729744
"trav8-3",0.853628238635081,3.52102906967384,3.63384743229703,0.000179958843305306,0.00406160682238529
"adgrl1",0.954217330574151,4.52633439561015,3.62683414969164,0.000184585669642669,0.00414383353217352
"bin1",0.737338113014513,6.65580702161606,3.62254691160689,0.000187469027597081,0.00418351691388372
"mcf2l",1.06803121680759,2.56436150769296,3.62225903125024,0.000187664152589925,0.00418351691388372
"lman1",0.907655643383551,4.06868376734698,3.62223956304179,0.000187677355025878,0.00418351691388372
"pars2",0.892273058278595,1.98635824935195,3.61401890022781,0.000193331110916899,0.00430195758957514
"trpc2",0.753243424855107,2.96136172908017,3.61143430772865,0.000195141557762424,0.00433461186038537
"nr1d1",0.899689251672254,2.08528733487263,3.60710354619459,0.000198210997177614,0.00439506805846994
"zbtb38",0.990962240679191,4.89135009031244,3.6046453351687,0.000199973431474399,0.00442638213731161
"unc80",1.38349479776185,-1.33231392909382,3.59359199985013,0.000208082132240643,0.00458979069701481
"hlcs",0.979974192431649,0.604366194677091,3.57940845042364,0.000218940973491813,0.00480751099048341
