"","logFC","AveExpr","t","P.Value","adj.P.Val","Significance"
"myo7b",0.0041556774335797,-0.972268623722781,0,0.999999999985201,1,"Not significant"
"mars2",-0.333158598491869,1.46481770315881,0,0.99999999998521,1,"Not significant"
"znf133",-0.462706697715689,4.63492026143909,0,0.999999999985218,1,"Not significant"
"abcc3",0.145798243902642,3.58423538766039,0,0.999999999985246,1,"Not significant"
"tnfrsf18",0.36939160900408,5.24677994813504,0,0.999999999985425,1,"Not significant"
"tifa",0.225464755307984,4.74769099601236,0,0.999999999985658,1,"Not significant"
"plaat3",-0.342828786863489,6.52309429354984,0,0.99999999998583,1,"Not significant"
"ciita",0.266800430523143,7.90623957253974,0,0.999999999985906,1,"Not significant"
"sorbs3",0.296987427938498,5.65151221377122,0,0.999999999985923,1,"Not significant"
"raph1",0.224976578206299,1.70028196186526,0,0.999999999985933,1,"Not significant"
"fhl2",0.001310098801663,2.61878287868512,0,0.999999999986169,1,"Not significant"
"myh11",0.363847451383974,5.46574609639972,0,0.999999999986297,1,"Not significant"
"tmem170b",0.172782640952389,1.11635174997519,0,0.999999999986327,1,"Not significant"
"uqcr10",0.132078983206133,5.31419538070442,0,0.99999999998635,1,"Not significant"
"ccin",0.43139326368011,7.33373845046857,0,0.999999999986598,1,"Not significant"
"ptar1",-0.228010275766874,0.888624695924829,0,0.999999999986996,1,"Not significant"
"fundc1",0.462130153643726,3.36662165533493,0,0.999999999987074,1,"Not significant"
"ccdc154",-0.114178956394499,2.6626875716686,0,0.999999999987237,1,"Not significant"
"nkrf",-0.382548721609436,2.32703638131669,0,0.999999999987295,1,"Not significant"
"hectd4",-0.299437786116626,7.68890712473963,0,0.999999999987631,1,"Not significant"
"pafah1b3",-0.129925834537707,0.423194020870622,0,0.999999999987693,1,"Not significant"
"cenpt",-0.22899548165933,1.86315299908787,0,0.999999999987868,1,"Not significant"
"huwe1",-0.444761122795365,8.2667661181065,0,0.999999999987903,1,"Not significant"
"c3orf18",-0.0448431898212475,0.27001343642729,0,0.999999999988043,1,"Not significant"
"slc3a2",0.345653679610607,7.98218956209613,0,0.999999999988212,1,"Not significant"
"cd163",0.049663667695528,4.94154206454644,0,0.999999999988219,1,"Not significant"
"ptgir",-0.139644583180435,1.26548345369169,0,0.999999999988271,1,"Not significant"
"zfhx2",-0.255591672810523,2.31182795468702,0,0.999999999988314,1,"Not significant"
"nqo2",0.423028556308114,5.29446832330622,0,0.999999999988522,1,"Not significant"
"clcn3",-0.36302130986809,3.50306725886167,0,0.999999999988586,1,"Not significant"
"rab44",0.291122978887942,6.78506952024951,0,0.999999999988763,1,"Not significant"
"ggn",0.245091058773515,3.12592928347814,0,0.999999999988871,1,"Not significant"
"cdkn2d",0.18347001863349,6.43925323866541,0,0.99999999998894,1,"Not significant"
"tbc1d4",-0.378770461179493,3.5400311276862,0,0.999999999988952,1,"Not significant"
"glce",-0.150886900842377,1.90949922737181,0,0.999999999989208,1,"Not significant"
"sub1",0.350398608554085,4.12806897686862,0,0.999999999989424,1,"Not significant"
"rab19",-0.458168913685868,3.13397059750394,0,0.999999999989435,1,"Not significant"
"map9",-0.215684683350155,0.153891625953096,0,0.99999999998944,1,"Not significant"
"havcr1",0.28042639377856,3.02170331464334,0,0.99999999998946,1,"Not significant"
"prim1",-0.399796943993096,2.62537371305079,0,0.999999999989558,1,"Not significant"
"uqcrb",0.26353819832931,4.90503337227741,0,0.999999999989658,1,"Not significant"
"slc27a3",0.250331094484566,2.18577298346304,0,0.999999999989775,1,"Not significant"
"prr13",0.366535236595094,7.41778514047958,0,0.999999999989788,1,"Not significant"
"vgll4",0.237828793818585,0.435805539127447,0,0.999999999989816,1,"Not significant"
"mdk",-0.12742562949865,3.09493602917347,0,0.999999999990001,1,"Not significant"
"gimap6",-0.484136728854237,10.1997610529525,0,0.999999999990041,1,"Not significant"
"fancb",0.299945988935233,2.49802592260131,0,0.999999999990091,1,"Not significant"
"ift81",-0.298409902312275,2.10429504218425,0,0.999999999990129,1,"Not significant"
"dnajb14",0.0666169215746135,0.391221235824414,0,0.9999999999902,1,"Not significant"
"rarab",0.333266797357482,3.51527663367245,0,0.999999999990238,1,"Not significant"
"map3k6",0.00151085304427667,4.77025732094214,0,0.999999999990264,1,"Not significant"
"tmem177",-0.316790610639017,1.79016907372037,0,0.999999999990265,1,"Not significant"
"frg1",0.326664719088261,3.97449086695205,0,0.999999999990326,1,"Not significant"
"klhdc10",-0.365083421561879,2.19217640203138,0,0.999999999990552,1,"Not significant"
"rit1",0.415620470415671,5.68482008928955,0,0.999999999990557,1,"Not significant"
"hcfc1r1",0.287423387381614,6.11983975277898,0,0.999999999990842,1,"Not significant"
"api5",-0.432859560539478,4.90505780510141,0,0.99999999999097,1,"Not significant"
"tsen2",-0.33912485611918,0.819059935926841,0,0.999999999991111,1,"Not significant"
"lsm8",0.314575042389354,1.69480055971156,0,0.999999999991113,1,"Not significant"
"f2r",-0.193048430230715,4.2331751592682,0,0.999999999991204,1,"Not significant"
"tmem201",-0.410346038332526,2.12605428234131,0,0.999999999991617,1,"Not significant"
"pcdhb15",-0.0240978683947218,-0.274590959087965,0,0.999999999991696,1,"Not significant"
"tifab",-0.15855182738811,4.62117659860087,0,0.999999999991698,1,"Not significant"
"c8g",-0.0457891292950452,-0.254416850967082,0,0.999999999991739,1,"Not significant"
"sugp2",-0.286154990492145,4.89326296925585,0,0.999999999991747,1,"Not significant"
"bcl3",0.295125692980623,8.65759919916973,0,0.999999999991753,1,"Not significant"
"mefv",0.330150862607749,10.7369427813023,0,0.999999999991801,1,"Not significant"
"pgap4",-0.0203458528764439,-0.150919947788199,0,0.999999999991866,1,"Not significant"
"prss58",-0.163742950787701,-1.04374303616331,0,0.999999999991927,1,"Not significant"
"ccdc39",-0.0346758568885632,-1.23478969716456,0,0.999999999991997,1,"Not significant"
"adat2",-0.253787862974811,0.362416102543519,0,0.999999999992039,1,"Not significant"
"gpam",-0.187997633695825,2.79415299117763,0,0.999999999992075,1,"Not significant"
"cr1",-0.0692001960900104,3.41813684508955,0,0.9999999999921,1,"Not significant"
"cdk5r1",-0.260074138929097,4.66743987744967,0,0.999999999992208,1,"Not significant"
"cd300lf",0.253006156453238,4.48299792124739,0,0.999999999992234,1,"Not significant"
"ckmt1a",-0.0953146227317014,-0.472201523249846,0,0.999999999992244,1,"Not significant"
"tgfbr3l",0.0603289576127297,1.1464186226107,0,0.999999999992286,1,"Not significant"
"oxld1",0.383375711055927,2.53357365207409,0,0.999999999992344,1,"Not significant"
"npdc1",-0.164538761554213,2.51931155576565,0,0.999999999992358,1,"Not significant"
"ccdc194",-0.0429951059823175,7.08074408094684,0,0.999999999992395,1,"Not significant"
"slc4a9",-0.0596685036414518,-0.561250315922984,0,0.999999999992604,1,"Not significant"
"trip6",0.189434408543447,5.01989810685378,0,0.999999999992625,1,"Not significant"
"trip10",0.400448845219699,6.07640638399285,0,0.999999999992701,1,"Not significant"
"ncf2",0.33878881264005,8.2173649915791,0,0.999999999992721,1,"Not significant"
"tceanc",-0.385552297241905,3.95327745486388,0,0.999999999992795,1,"Not significant"
"crh",-0.00804412070872829,-2.20910036769274,0,0.999999999992927,1,"Not significant"
"cdc14b",0.0595432419934259,1.83444764952302,0,0.999999999992989,1,"Not significant"
"snrpe",0.311665021567279,3.25629396872683,0,0.999999999993103,1,"Not significant"
"olfml3",-0.10070999161499,1.98332619657026,0,0.999999999993107,1,"Not significant"
"plekhg1",0.174797436100196,3.51421102675698,0,0.999999999993122,1,"Not significant"
"tpst1",0.411340291814779,5.04472960958444,0,0.999999999993168,1,"Not significant"
"paip2b",0.051335865616034,-0.693253120235715,0,0.999999999993171,1,"Not significant"
"inf2",-0.366796829510426,7.36011552871504,0,0.999999999993213,1,"Not significant"
"cdc42bpa",0.00384156834066302,-0.0596260191341446,0,0.999999999993292,1,"Not significant"
"tmlhe",-0.408008148463465,1.5564966376299,0,0.999999999993338,1,"Not significant"
"sh3bp5",0.522407395525288,4.9079952892991,0,0.999999999993413,1,"Not significant"
"mgmt",-0.407927655276216,0.93493031052557,0,0.999999999993481,1,"Not significant"
"kcmf1",0.564141023695299,6.21875121004831,0,0.999999999993495,1,"Not significant"
"bend5",0.296963866010949,1.59487033688722,0,0.999999999993533,1,"Not significant"
"nkd1",0.194960110811378,1.58621434718152,0,0.999999999993588,1,"Not significant"
"pgs1",0.353263606065335,7.6570768303888,0,0.99999999999359,1,"Not significant"
"znf432",-0.214316311333437,1.53062916858042,0,0.999999999993662,1,"Not significant"
"ppp2r3a",0.152380686763506,1.06494968470463,0,0.999999999993728,1,"Not significant"
"rpl7a",0.418207002931927,9.47313451280516,0,0.99999999999374,1,"Not significant"
"pth1r",-0.0438116644229605,0.0336587462602007,0,0.999999999993754,1,"Not significant"
"sall2",-0.317604539290834,3.39461033941571,0,0.999999999993754,1,"Not significant"
"trafd1",-0.429484312160126,6.71300641123337,0,0.999999999993761,1,"Not significant"
"plac9",-0.0564472617121397,-0.112184088918393,0,0.999999999993763,1,"Not significant"
"palb2",-0.446000632754927,1.57773460971222,0,0.999999999993787,1,"Not significant"
"hla-dmb",0.395978478523453,7.16032552646322,0,0.999999999993806,1,"Not significant"
"tulp4",0.0100768052987383,1.5454769403813,0,0.999999999993859,1,"Not significant"
"mitf",-0.236120898267515,3.22452081289802,0,0.999999999993868,1,"Not significant"
"crip1",0.415165287626655,9.39452205339768,0,0.999999999993951,1,"Not significant"
"kiaa0040",-0.232439115820418,2.67012951266343,0,0.999999999994036,1,"Not significant"
"kctd12",-0.117023863762634,5.27297191710014,0,0.999999999994048,1,"Not significant"
"brsk1",-0.274036487784026,0.446362903690023,0,0.999999999994067,1,"Not significant"
"f12",0.310129638670798,6.53255961618207,0,0.99999999999409,1,"Not significant"
"dmtf1",-0.333787058369342,4.63737516344893,0,0.999999999994123,1,"Not significant"
"nceh1",-0.14841155870119,2.55217085156315,0,0.999999999994205,1,"Not significant"
"ndufa13",0.279790259329329,5.68580195713875,0,0.999999999994212,1,"Not significant"
"nup160",-0.395830236064393,4.01260762698795,0,0.999999999994336,1,"Not significant"
"ogt",-0.295096010886529,7.6186164561422,0,0.999999999994341,1,"Not significant"
"acp2",-0.474467060373066,2.55558890197598,0,0.999999999994361,1,"Not significant"
"mcoln2",0.149330899877322,1.37298084446253,0,0.999999999994519,1,"Not significant"
"igsf6",0.266910021694108,7.4082955852789,0,0.999999999994524,1,"Not significant"
"pycard",-0.0691354972998566,5.77283675318141,0,0.999999999994664,1,"Not significant"
"slc27a1",0.410542196545689,3.14187001732526,0,0.999999999994678,1,"Not significant"
"csf1",-0.492445802334167,6.05864882245736,0,0.999999999994684,1,"Not significant"
"skp2",-0.557056370039669,2.60460377822761,0,0.999999999994748,1,"Not significant"
"kiaa0895l",-0.315192750996929,-0.169542626353124,0,0.999999999994926,1,"Not significant"
"serpini1",-0.0635999589552872,-0.227006453159869,0,0.999999999994961,1,"Not significant"
"angel1",-0.32447390559149,1.48279921399927,0,0.999999999994973,1,"Not significant"
"crip2",0.332280863107279,1.30019726883665,0,0.999999999994987,1,"Not significant"
"masp2",-0.249815029294823,3.47581497454006,0,0.999999999995,1,"Not significant"
"lin7b",0.553608606314606,2.94700418324163,0,0.999999999995122,1,"Not significant"
"sertad1",0.219215754967347,6.02659488875713,0,0.999999999995139,1,"Not significant"
"tram2",0.122164383127129,4.05493595582234,0,0.999999999995156,1,"Not significant"
"slc1a5",0.10161004758064,5.11239453210768,0,0.999999999995186,1,"Not significant"
"ccdc138",0.0446848629825662,-1.61297557078365,0,0.999999999995198,1,"Not significant"
"cldnd2",0.0566374851476272,4.61692033950269,0,0.999999999995427,1,"Not significant"
"ggct",-0.257715398142845,0.175632123571649,0,0.999999999995578,1,"Not significant"
"twsg1",-0.107260356030794,1.34934815823219,0,0.99999999999558,1,"Not significant"
"mmtag2",0.427173426118439,4.55216850990606,0,0.999999999995591,1,"Not significant"
"pik3cd",-0.487888507707511,7.89939806357589,0,0.999999999995635,1,"Not significant"
"med29",0.47634154335188,5.39840911415408,0,0.999999999995636,1,"Not significant"
"cybb",-0.310838959133989,7.2745716046501,0,0.999999999995643,1,"Not significant"
"tmbim6",0.22687408327147,10.4237186194227,0,0.99999999999565,1,"Not significant"
"kras",-0.253194391677162,1.69235244677719,0,0.999999999995707,1,"Not significant"
"kazn",0.0473709740745346,-0.437118870493828,0,0.999999999995712,1,"Not significant"
"grb10",-0.305055804124951,3.15055556912558,0,0.999999999995765,1,"Not significant"
"emc7",0.414514975257092,4.43049877795215,0,0.999999999995782,1,"Not significant"
"zbtb25",-0.222276501115859,2.4154546641119,0,0.999999999995844,1,"Not significant"
"ccdc151",0.363694244491231,-0.226262290811195,0,0.999999999995914,1,"Not significant"
"mad2l1bp",-0.484712931388073,1.58814437007001,0,0.999999999995926,1,"Not significant"
"mpzl2",-0.135757212003325,1.58355386429819,0,0.999999999996048,1,"Not significant"
"csnk2a1",0.171933988607972,6.13133037952215,0,0.999999999996085,1,"Not significant"
"mtmr9",-0.301940201784242,1.86785107647752,0,0.999999999996122,1,"Not significant"
"eef2k",-0.240812439383661,5.75825421862204,0,0.999999999996184,1,"Not significant"
"glrx2",0.384324646095341,1.37505244556789,0,0.99999999999619,1,"Not significant"
"lrch1",-0.305236419292871,0.885446823371975,0,0.999999999996203,1,"Not significant"
"habp4",0.35559643453859,0.670974971268195,0,0.999999999996222,1,"Not significant"
"f5",-0.183696345160396,7.7155182576562,0,0.999999999996237,1,"Not significant"
"zdhhc14",0.443427050048433,8.24462574422756,0,0.999999999996237,1,"Not significant"
"syce1",-0.0708704751749606,-0.719519210811554,0,0.999999999996293,1,"Not significant"
"tcea3",0.0591264938415925,1.22578677583218,0,0.999999999996337,1,"Not significant"
"tyw5",-0.267500655636045,1.22116392751239,0,0.999999999996371,1,"Not significant"
"ubd",-0.23143623800656,4.66174756235097,0,0.999999999996409,1,"Not significant"
"ska2",-0.0389905768346839,1.55792114880187,0,0.999999999996446,1,"Not significant"
"nenf",0.388958284387745,3.65752611856157,0,0.999999999996465,1,"Not significant"
"xirp1",0.0101866731538753,2.5432730514653,0,0.999999999996519,1,"Not significant"
"ppcdc",0.351580804799413,2.08526417219915,0,0.999999999996523,1,"Not significant"
"fez1",0.0480626028202122,3.14407827183234,0,0.999999999996546,1,"Not significant"
"tbca",0.305174521163465,4.26373192657064,0,0.999999999996551,1,"Not significant"
"tle2",-0.381225653037268,2.66422598017268,0,0.999999999996632,1,"Not significant"
"smtn",-0.328149880260392,0.157633857123239,0,0.999999999996725,1,"Not significant"
"c20orf204",-0.106280345583295,-1.04665967698564,0,0.999999999996755,1,"Not significant"
"rnaseh2c",-0.0804045139709677,5.46158936422351,0,0.999999999996832,1,"Not significant"
"slc16a11",-0.289607749778851,2.79631816580379,0,0.999999999996857,1,"Not significant"
"nefh",0.130382366699466,2.45491566361036,0,0.999999999996958,1,"Not significant"
"timm10b",0.393180805440762,2.92761943367169,0,0.999999999996972,1,"Not significant"
"adam8",0.333366281462476,10.962978839921,0,0.999999999996992,1,"Not significant"
"ube2ql1",-0.0308558140442766,0.41092982162547,0,0.999999999997003,1,"Not significant"
"aoc2",-0.35016542247846,3.24721934765069,0,0.999999999997059,1,"Not significant"
"ccdc88c",-0.331494780234837,6.47420168105051,0,0.999999999997104,1,"Not significant"
"ca13",0.129747061933826,-0.151711013976992,0,0.999999999997107,1,"Not significant"
"apc",-0.308977494681175,5.20644445125088,0,0.999999999997119,1,"Not significant"
"ppip5k2",-0.332933782381848,3.28837813835037,0,0.999999999997152,1,"Not significant"
"tjp2",0.216266965417182,1.49893886739297,0,0.999999999997157,1,"Not significant"
"jade1",-0.321205950994174,3.59108622383344,0,0.99999999999716,1,"Not significant"
"akap14",-0.152062732932728,-0.308966317070161,0,0.999999999997172,1,"Not significant"
"man2a1",-0.203064888493186,1.11638495666606,0,0.999999999997188,1,"Not significant"
"ide",-0.346876827985618,4.52616706112309,0,0.999999999997216,1,"Not significant"
"tut7",-0.253163155312163,7.47921251404827,0,0.999999999997228,1,"Not significant"
"pop1",-0.351436795032503,1.6971577705102,0,0.999999999997241,1,"Not significant"
"ccnt2",-0.30311971706406,4.77965770244324,0,0.999999999997284,1,"Not significant"
"snx24",-0.131154343241115,-0.493346074540459,0,0.999999999997334,1,"Not significant"
"fam170b",0.347253977996047,2.88882093647019,0,0.99999999999735,1,"Not significant"
"ifit3",0.0697040851839041,12.4824339922339,0,0.999999999997393,1,"Not significant"
"pot1",-0.31251785850427,2.2871652322971,0,0.99999999999744,1,"Not significant"
"slc25a11",0.448997673830276,7.17652861325477,0,0.999999999997456,1,"Not significant"
"xiap",-0.264915230681642,3.26888228742443,0,0.999999999997476,1,"Not significant"
"capza2",0.424227511589597,5.09100950015271,0,0.999999999997486,1,"Not significant"
"soga1",0.000933023367408053,0.163804700761953,0,0.999999999997492,1,"Not significant"
"zswim6",-0.235020478255107,4.77007770193119,0,0.999999999997495,1,"Not significant"
"gadd45gip1",0.244629622575355,4.35031132113894,0,0.999999999997501,1,"Not significant"
"zfp36",0.390539994623248,10.1198329133323,0,0.999999999997521,1,"Not significant"
"znf202",-0.380905084374918,3.29169145944066,0,0.999999999997544,1,"Not significant"
"akap5",0.0552238800326914,2.06911420033384,0,0.999999999997556,1,"Not significant"
"tmem35b",0.308403681213981,4.60234492891877,0,0.999999999997573,1,"Not significant"
"sp140l",0.379443529977322,4.26968224871042,0,0.999999999997598,1,"Not significant"
"stxbp6",0.0408512336169837,0.866869754095911,0,0.999999999997627,1,"Not significant"
"hdhd5",-0.431037882417436,1.69766755866153,0,0.999999999997643,1,"Not significant"
"osm",0.144042681843282,1.61717874628151,0,0.999999999997653,1,"Not significant"
"rps3-a",0.0879618184024133,1.68211611422829,0,0.999999999997703,1,"Not significant"
"bcl7c",0.426024256995506,4.71270762966484,0,0.999999999997707,1,"Not significant"
"ccdc126",0.0918648815956356,1.67296087348295,0,0.999999999997709,1,"Not significant"
"znf606",-0.28926411964054,2.3728722938339,0,0.999999999997713,1,"Not significant"
"hcfc1",-0.418228174715169,7.12489424416049,0,0.999999999997733,1,"Not significant"
"b3gat3",0.496940745050877,5.29387233146988,0,0.999999999997776,1,"Not significant"
"hcst",0.331643222578091,5.20362663395225,0,0.99999999999778,1,"Not significant"
"mier3",-0.166514035443849,0.484465764574096,0,0.999999999997785,1,"Not significant"
"uba6",-0.21802038417656,3.39424415345924,0,0.999999999997789,1,"Not significant"
"slc51a",0.035831152178867,-1.4918386349324,0,0.999999999997816,1,"Not significant"
"trav18",-0.222651482410699,3.46654887606468,0,0.999999999997821,1,"Not significant"
"ap1s2",0.401683157684696,5.16893642877602,0,0.999999999997855,1,"Not significant"
"mdp1",0.38499689376575,4.14072324097821,0,0.999999999997867,1,"Not significant"
"aspm",-0.305268227157173,2.69415588208004,0,0.999999999997904,1,"Not significant"
"itga5",-0.624953883669801,7.04648682052684,0,0.999999999997929,1,"Not significant"
"serpinc1",0.0363903992334234,-0.1752483079454,0,0.999999999997935,1,"Not significant"
"gtf2b",0.254147971062234,5.54946818270289,0,0.999999999997969,1,"Not significant"
"gpcpd1",0.360446253726195,8.69428879415942,0,0.999999999997977,1,"Not significant"
"ptprv",-0.17810807027606,2.31858646598837,0,0.999999999997978,1,"Not significant"
"usp38",-0.336467991182896,4.38911407325515,0,0.99999999999799,1,"Not significant"
"sytl2",-0.204703672692768,4.47209973802534,0,0.999999999998024,1,"Not significant"
"trav16",-0.0943571920210136,1.73122119812876,0,0.999999999998082,1,"Not significant"
"zscan25",-0.457055415243215,2.57039345343974,0,0.99999999999809,1,"Not significant"
"lrriq3",-0.10644962331751,-0.382836877382699,0,0.999999999998096,1,"Not significant"
"tctex1d2",0.273117843435926,0.452373246113493,0,0.999999999998101,1,"Not significant"
"uncharacterized protein cxorf49 homolog ",-0.0573117737639808,-1.01915678856295,0,0.999999999998116,1,"Not significant"
"sbds",0.346003924084346,4.51511954266627,0,0.999999999998133,1,"Not significant"
"pde3b",-0.362553757745014,5.27583914427723,0,0.999999999998134,1,"Not significant"
"kctd21",-0.142946803596143,2.72683411085612,0,0.99999999999814,1,"Not significant"
"loxl2",0.2298313133433,1.80788537276959,0,0.999999999998149,1,"Not significant"
"pdcl",0.341174294165418,5.2210891434483,0,0.999999999998162,1,"Not significant"
"rps15",0.264803431070122,8.19913765880378,0,0.999999999998164,1,"Not significant"
"hmgcs1",-0.444750251520415,3.47932246075503,0,0.999999999998192,1,"Not significant"
"jarid2",-0.450775309342205,5.40386610052331,0,0.999999999998209,1,"Not significant"
"b4galnt4",-0.3191991220235,2.41364842785413,0,0.99999999999823,1,"Not significant"
"slc22a15",0.0855421329485961,1.89496440243302,0,0.999999999998247,1,"Not significant"
"rpl13",0.273079296664841,9.07650865731294,0,0.999999999998257,1,"Not significant"
"myo1a",0.00451143688268951,1.13441280933119,0,0.999999999998257,1,"Not significant"
"bin1",-0.401366909291842,6.6634079462841,0,0.999999999998271,1,"Not significant"
"il18rap",0.203603106348035,5.3157803041327,0,0.999999999998273,1,"Not significant"
"tmem183",0.0587398407404853,-1.58692352440485,0,0.999999999998278,1,"Not significant"
"emid1",-0.229247456507325,0.471501342345181,0,0.999999999998292,1,"Not significant"
"s100p",0.200203804365069,9.17964878664716,0,0.9999999999983,1,"Not significant"
"trib2",-0.378360449398836,3.52509059016639,0,0.999999999998301,1,"Not significant"
"ccdc30",-0.032851880282333,1.80334313247344,0,0.999999999998305,1,"Not significant"
"epb41l2",-0.192873048312352,0.552427962338081,0,0.999999999998308,1,"Not significant"
"lrrcc1",0.173104390638073,3.16409431684741,0,0.999999999998312,1,"Not significant"
"clec9a",0.152082930612178,3.79298665890735,0,0.999999999998321,1,"Not significant"
"znf658",-0.192196753944021,2.30847231713522,0,0.999999999998324,1,"Not significant"
"uqcc3",0.308256858216671,3.1343980855517,0,0.999999999998324,1,"Not significant"
"tmem81",-0.0336419409456811,-0.496447781141342,0,0.999999999998336,1,"Not significant"
"cdc23",0.352028008812006,4.80322376768333,0,0.999999999998338,1,"Not significant"
"amn1",-0.315557683103375,1.79469332301026,0,0.999999999998339,1,"Not significant"
"tg",0.250904745011799,2.70095899062232,0,0.999999999998348,1,"Not significant"
"rpl27",0.378303280362626,8.60536380258128,0,0.999999999998368,1,"Not significant"
"rreb1",-0.317128841090117,4.98273746930734,0,0.99999999999837,1,"Not significant"
"tnxb",0.00311063968480196,1.50050261287432,0,0.999999999998395,1,"Not significant"
"rusc1",0.462842092635488,6.86715174538835,0,0.999999999998424,1,"Not significant"
"por",0.438397220967629,7.47262477620977,0,0.999999999998441,1,"Not significant"
"plod1",0.288898808324863,7.27149019339642,0,0.999999999998443,1,"Not significant"
"spz1",-0.160413310498834,-0.22873449364939,0,0.999999999998455,1,"Not significant"
"cpi17",-0.0957460618953936,2.13408877060272,0,0.999999999998458,1,"Not significant"
"tagap",-0.514315537273632,8.11452222612353,0,0.999999999998459,1,"Not significant"
"cdh2",0.114978856875001,3.83918607880519,0,0.999999999998513,1,"Not significant"
"adss1",-0.0549571175696106,-0.342344900158471,0,0.999999999998518,1,"Not significant"
"fgf2",-0.0365262848487293,-1.10524062380679,0,0.999999999998531,1,"Not significant"
"fos",-0.000641930655366885,6.91737785454379,0,0.999999999998532,1,"Not significant"
"fam91a1",-0.268540691451434,3.97065396974498,0,0.999999999998533,1,"Not significant"
"pfn3",0.188330353498028,3.37173295852489,0,0.999999999998539,1,"Not significant"
"rps19bp1",0.27815785853057,3.93656527334009,0,0.99999999999854,1,"Not significant"
"zscan30",-0.269643985574642,1.41061412432752,0,0.999999999998542,1,"Not significant"
"ptafr",0.325798228845745,8.24666461914745,0,0.999999999998544,1,"Not significant"
"pcdhgb5",-0.0967381180647588,0.854344108895085,0,0.99999999999856,1,"Not significant"
"sh2d1a",-0.116574550957803,3.84433666503931,0,0.999999999998586,1,"Not significant"
"ppfibp2",-0.245423952973826,3.06755171534973,0,0.99999999999859,1,"Not significant"
"fgf13",0.127603005203146,1.52992551711413,0,0.999999999998592,1,"Not significant"
"rgs11",0.124127075902118,3.53065376414015,0,0.999999999998597,1,"Not significant"
"fbxo48",0.212734913412349,-0.157612439902458,0,0.999999999998598,1,"Not significant"
"tgfbi",0.145623491331536,8.53934179088513,0,0.999999999998603,1,"Not significant"
"agl",0.0494404066407159,2.72671684288571,0,0.999999999998613,1,"Not significant"
"hpcal4",0.101961672254585,0.226286735938022,0,0.99999999999864,1,"Not significant"
"pde8b",0.172557305415414,4.92638504997739,0,0.999999999998643,1,"Not significant"
"hmox1",0.263992974211685,6.88258289909398,0,0.999999999998651,1,"Not significant"
"rnf14",-0.0456321391081573,4.95697575374147,0,0.999999999998657,1,"Not significant"
"tubulin alpha-8 chain (fragment) ",-0.158596528745874,2.31427529792003,0,0.999999999998658,1,"Not significant"
"palm",0.1704831771976,2.38144930383978,0,0.999999999998659,1,"Not significant"
"trbv25-1",-0.108388592414253,3.95231310930988,0,0.999999999998675,1,"Not significant"
"gclc",-0.502947270511385,3.71018456942573,0,0.999999999998681,1,"Not significant"
"dnase1l2",0.226892852030109,1.36814494743821,0,0.999999999998689,1,"Not significant"
"phlda3",-0.302691699529229,1.40988846629597,0,0.999999999998705,1,"Not significant"
"bmp1",-0.241025600425397,1.43073926793036,0,0.99999999999871,1,"Not significant"
"zbtb11",-0.306082309272097,4.64922270789566,0,0.999999999998726,1,"Not significant"
"sntb2",0.189001043992092,2.88697019004513,0,0.99999999999873,1,"Not significant"
"crtc3",0.277474327529974,6.79458295987193,0,0.999999999998745,1,"Not significant"
"bbs5",-0.1791913658379,0.258297575206581,0,0.999999999998745,1,"Not significant"
"snrpd1",0.208159440027528,2.82380116863719,0,0.999999999998767,1,"Not significant"
"serf1",0.3609778729226,0.842186480091367,0,0.999999999998778,1,"Not significant"
"cenpp",-0.218115695547347,-0.348492858182534,0,0.999999999998791,1,"Not significant"
"cenpm",0.353160761718887,4.02319791266545,0,0.999999999998798,1,"Not significant"
"e2f7",-0.00548144631508807,1.18162917936013,0,0.999999999998818,1,"Not significant"
"gar1",-0.453615147131671,2.26610165709603,0,0.999999999998827,1,"Not significant"
"siglec10",-0.132433017496997,4.84791570390123,0,0.999999999998835,1,"Not significant"
"cela1",-0.433524111003766,4.23137190757368,0,0.999999999998849,1,"Not significant"
"ankrd52",-0.207909025690079,4.09224085136626,0,0.999999999998854,1,"Not significant"
"rpl4",0.274841325890634,9.2642195986039,0,0.999999999998854,1,"Not significant"
"pomk",-0.309731284026817,1.18742706920661,0,0.999999999998855,1,"Not significant"
"uba2",-0.415378943398327,4.79672960034202,0,0.999999999998858,1,"Not significant"
"klhl13",-0.446055737768148,3.80539424762966,0,0.999999999998868,1,"Not significant"
"pyroxd2",-0.199556479176095,3.15149859715113,0,0.99999999999887,1,"Not significant"
"fhl1",0.0865521809946674,3.63634077295463,0,0.99999999999888,1,"Not significant"
"ager",-0.0733888275187553,2.9420725360519,0,0.999999999998885,1,"Not significant"
"ltb4r",0.269217548196417,8.18467118191696,0,0.999999999998896,1,"Not significant"
"bccip",0.0953991986816369,5.61032926706075,0,0.999999999998897,1,"Not significant"
"gsto2",0.23874744178676,0.73638535790457,0,0.9999999999989,1,"Not significant"
"stard10",0.275815706030038,4.79191933293375,0,0.999999999998901,1,"Not significant"
"nfe2",0.136152103723699,8.40982994195338,0,0.999999999998906,1,"Not significant"
"c2orf69",-0.137220652656993,-0.236129219271486,0,0.999999999998915,1,"Not significant"
"cdc7",-0.352860742437011,1.87717233415916,0,0.999999999998916,1,"Not significant"
"ddx31",-0.433799024675522,2.36828165697874,0,0.999999999998932,1,"Not significant"
"ccne1",-0.45589485811485,3.16149914830074,0,0.999999999998945,1,"Not significant"
