"","logFC","AveExpr","t","P.Value","adj.P.Val","Significance"
"lelp1",-0.00225714391814202,-0.652415613605729,0,0.999999999998953,1,"Not significant"
"tmem234",0.433857459747554,3.47184131125452,0,0.99999999999897,1,"Not significant"
"clcn2",-0.134716622361665,-0.162994147645929,0,0.999999999998994,1,"Not significant"
"smyd4",-0.310847898206308,2.84093226598567,0,0.999999999999005,1,"Not significant"
"mier2",-0.359771693097719,2.2140368727651,0,0.999999999999006,1,"Not significant"
"cel",-0.175646857767504,3.05168296290008,0,0.99999999999902,1,"Not significant"
"il9r",0.222641231972042,2.64097867769841,0,0.999999999999043,1,"Not significant"
"rpl36",0.28259502981672,7.34681468702166,0,0.999999999999047,1,"Not significant"
"tmprss9",-0.406225626773659,1.7531515630786,0,0.999999999999057,1,"Not significant"
"nsrp1",0.268986598811348,4.02834589773352,0,0.999999999999058,1,"Not significant"
"ucn",-0.161313180111887,-0.137602290574769,0,0.999999999999058,1,"Not significant"
"gna12",-0.0558612425429016,-0.120228483488715,0,0.999999999999069,1,"Not significant"
"jmjd1c",-0.227074290183745,7.61161499868016,0,0.999999999999091,1,"Not significant"
"csf1r",-0.24105213979265,8.67081990310726,0,0.999999999999091,1,"Not significant"
"batf",0.393359826162258,5.059010727611,0,0.999999999999104,1,"Not significant"
"aif1",0.156887940895391,6.75267526838035,0,0.999999999999107,1,"Not significant"
"baz1b",-0.460017389759157,5.58434107246353,0,0.999999999999118,1,"Not significant"
"minpp1",-0.151305965193456,4.00000224781146,0,0.999999999999123,1,"Not significant"
"nudt1",0.327900658289042,2.9308560038035,0,0.999999999999127,1,"Not significant"
"midn",0.403811893839363,8.39446760421125,0,0.999999999999136,1,"Not significant"
"sptbn5",-0.0808203736895152,1.7951833661387,0,0.999999999999149,1,"Not significant"
"ndufaf8",0.311270140170783,3.01900623573502,0,0.999999999999155,1,"Not significant"
"znf575",-0.0224713779335596,-0.489418876324322,0,0.999999999999156,1,"Not significant"
"mccc2",-0.267184782672899,0.721244217314643,0,0.999999999999157,1,"Not significant"
"mettl21a",-0.268976844455727,0.715697456033254,0,0.999999999999162,1,"Not significant"
"c16orf46",-0.238644892703786,0.313975189169746,0,0.999999999999163,1,"Not significant"
"tfcp2l1",0.172485512884955,1.16320418793607,0,0.999999999999163,1,"Not significant"
"armcx2",-0.200975912702912,2.15500682569251,0,0.999999999999181,1,"Not significant"
"itgb1bp2",-0.277160376800123,1.06218342531196,0,0.999999999999183,1,"Not significant"
"znf630",0.15642857932311,0.265428866590218,0,0.999999999999187,1,"Not significant"
"sirt3",0.331855621885941,4.10876542787399,0,0.999999999999188,1,"Not significant"
"bad",0.348375787728405,3.97528236239901,0,0.999999999999191,1,"Not significant"
"ppa1",-0.407411616103192,4.28185672908722,0,0.999999999999194,1,"Not significant"
"setd5",-0.356086359565514,5.98502430325267,0,0.999999999999195,1,"Not significant"
"slc22a13",-0.0235178788590999,-0.263289941728611,0,0.999999999999206,1,"Not significant"
"lrrc8b",-0.234112900555682,2.19296302109849,0,0.999999999999213,1,"Not significant"
"azin2",0.179631971852835,4.57650233433479,0,0.999999999999222,1,"Not significant"
"rad54l",-0.403400402731023,2.10970952172253,0,0.999999999999227,1,"Not significant"
"mrpl50",0.239103276225711,1.35289386251004,0,0.999999999999228,1,"Not significant"
"rpp25",0.313680608268575,0.97329850315454,0,0.999999999999232,1,"Not significant"
"setd9",0.411380004875255,1.58189364776327,0,0.999999999999234,1,"Not significant"
"odf2l",0.0935550088013214,-0.468542765136336,0,0.999999999999239,1,"Not significant"
"pbk",-0.28410413405017,0.829129923759681,0,0.999999999999241,1,"Not significant"
"fxyd5",0.459425544489273,8.18064896501326,0,0.999999999999246,1,"Not significant"
"gnrh1",0.0750535983190193,2.28706091422341,0,0.999999999999251,1,"Not significant"
"lrrc8c",-0.464398040442641,4.76424156802018,0,0.999999999999252,1,"Not significant"
"cxcr3",-0.0905417376160509,4.60322706721355,0,0.999999999999263,1,"Not significant"
"maff",-0.0914590297929676,-0.146968754941269,0,0.99999999999927,1,"Not significant"
"dach1",0.231302065931868,3.20635135008404,0,0.999999999999285,1,"Not significant"
"mrpl22",0.261448595345595,2.83291790971927,0,0.999999999999288,1,"Not significant"
"ly6g6e",0.123409036531547,0.908879183186696,0,0.999999999999293,1,"Not significant"
"nid2",0.122572423690316,2.37309519232762,0,0.999999999999299,1,"Not significant"
"inpp5j",-0.066445851880415,0.22327005140687,0,0.999999999999309,1,"Not significant"
"hes6",0.420171392012018,4.34515536203752,0,0.999999999999313,1,"Not significant"
"impact",-0.286535949040637,3.13828960640931,0,0.999999999999317,1,"Not significant"
"mettl9",0.408198242573052,5.76804540544497,0,0.999999999999317,1,"Not significant"
"heatr1",-0.471666809136199,5.05397865835572,0,0.999999999999321,1,"Not significant"
"mrps9",0.509680340144613,4.75075173152907,0,0.999999999999327,1,"Not significant"
"slco4c1",-0.0285979771019833,3.26015374031329,0,0.99999999999933,1,"Not significant"
"esam",0.0346030456410817,2.66089187066864,0,0.999999999999331,1,"Not significant"
"wdr26",-0.0680079984910877,7.25008941830622,0,0.999999999999336,1,"Not significant"
"znf383",-0.273296487766675,1.21384165207983,0,0.999999999999341,1,"Not significant"
"clec1a",0.166441174996018,4.85079484893764,0,0.999999999999355,1,"Not significant"
"fen1",-0.408499188905961,3.30664554215663,0,0.999999999999363,1,"Not significant"
"bach1",-0.230391689679161,6.23800908192565,0,0.999999999999368,1,"Not significant"
"rhobtb1",-0.0863189982964712,1.74046351642593,0,0.999999999999369,1,"Not significant"
"sgpp1",-0.344909237860207,2.51030661057987,0,0.999999999999374,1,"Not significant"
"tceal7",-0.153245151135972,-1.3041120934922,0,0.999999999999375,1,"Not significant"
"abhd14a",0.239059127938704,2.26749561040004,0,0.999999999999387,1,"Not significant"
"bola3",0.302563409607048,2.48149057353772,0,0.999999999999396,1,"Not significant"
"osbpl8",-0.167465527037677,4.25547772674176,0,0.999999999999397,1,"Not significant"
"cep72",-0.38061336478103,3.09797298707877,0,0.999999999999412,1,"Not significant"
"dpep2",0.338319630309019,2.25747313658153,0,0.999999999999416,1,"Not significant"
"slc24a3",-0.2844777440885,3.66066927865949,0,0.999999999999421,1,"Not significant"
"efcab10",-0.145949999267786,-0.682182142452504,0,0.999999999999426,1,"Not significant"
"amdhd2",0.350157941939385,5.73860876231653,0,0.999999999999427,1,"Not significant"
"tmem160",0.275394836587129,5.47743530771596,0,0.999999999999429,1,"Not significant"
"ndufb1",0.260326939048832,4.10946360746594,0,0.99999999999943,1,"Not significant"
"ppp1r3f",-0.390722355621771,1.77726168667281,0,0.999999999999431,1,"Not significant"
"sycp3",0.0707176175579697,0.992402588116047,0,0.999999999999432,1,"Not significant"
"pnn",-0.473863980534748,5.63204410700954,0,0.999999999999435,1,"Not significant"
"igdcc3",-0.161096311219301,2.81411661878504,0,0.999999999999437,1,"Not significant"
"stk4",-0.33357809729627,6.169590670381,0,0.99999999999944,1,"Not significant"
"prss53",0.10866829685077,0.101121090252026,0,0.999999999999441,1,"Not significant"
"pign",-0.20133220409609,1.37715766312717,0,0.999999999999447,1,"Not significant"
"guk1",0.434648991817536,6.49829726580402,0,0.999999999999449,1,"Not significant"
"cd1c",-0.173881048709634,4.51932783952112,0,0.999999999999453,1,"Not significant"
"fam185a",-0.226554830550445,-0.128783740412278,0,0.999999999999463,1,"Not significant"
"actbc",-0.209465456104009,0.0662470969824959,0,0.999999999999468,1,"Not significant"
"ralgps2",0.12271968724439,3.44995223547908,0,0.999999999999477,1,"Not significant"
"ptp4a3",0.334114015457788,3.54323923116827,0,0.999999999999477,1,"Not significant"
"ccp110",-0.147159125359679,2.72082069711427,0,0.99999999999948,1,"Not significant"
"adhfe1",-0.354254912267614,2.4072414966463,0,0.999999999999486,1,"Not significant"
"mtfp1",0.102792212216286,0.0921302234513845,0,0.999999999999488,1,"Not significant"
"ezhip",-0.130316052885005,0.335691064785402,0,0.999999999999492,1,"Not significant"
"ccr5",-0.380113891216507,6.092187353739,0,0.999999999999498,1,"Not significant"
"pon3",0.450256653463541,2.90922787281223,0,0.999999999999501,1,"Not significant"
"ddx6",-0.301298285919543,5.40224282014483,0,0.999999999999506,1,"Not significant"
"nrap",-0.238139923776403,1.43277370552484,0,0.999999999999508,1,"Not significant"
"xylt1",-0.263371819789624,3.82101269386979,0,0.99999999999951,1,"Not significant"
"st6galnac2",0.240351457156764,6.80886960198849,0,0.999999999999512,1,"Not significant"
"znf436",-0.317528807657701,1.65461013083608,0,0.999999999999514,1,"Not significant"
"hip1r",0.387448757200207,6.84291166826403,0,0.999999999999518,1,"Not significant"
"polr1b",-0.52929692703588,4.01755744614672,0,0.999999999999522,1,"Not significant"
"bid",-0.408640495012719,4.72699474559913,0,0.999999999999524,1,"Not significant"
"evi2b",0.39715652057224,8.79107772124251,0,0.999999999999534,1,"Not significant"
"ep400",-0.346200503642394,6.60276523858982,0,0.999999999999542,1,"Not significant"
"slc35b2",0.444077529456774,5.58531667485085,0,0.999999999999546,1,"Not significant"
"cox4i2",-0.131252999327734,-0.82395402510245,0,0.999999999999547,1,"Not significant"
"eme2",0.283173278845456,4.06075574430079,0,0.999999999999547,1,"Not significant"
"kiaa0586",-0.418510740244011,3.88666506900326,0,0.999999999999548,1,"Not significant"
"tspan15",0.1963941632134,0.592729134559468,0,0.99999999999955,1,"Not significant"
"gata3",-0.342864947379502,5.67742174134977,0,0.999999999999553,1,"Not significant"
"sytl3",-0.258351386676241,6.71970088836102,0,0.999999999999555,1,"Not significant"
"ecm1",0.275666377156886,7.03023083372547,0,0.999999999999561,1,"Not significant"
"serpind1",-0.141551521718279,-0.24240457696811,0,0.999999999999569,1,"Not significant"
"gfod1",-0.0209668272768686,0.894018526599622,0,0.99999999999957,1,"Not significant"
"bcl2",0.207871948107083,1.32216177929298,0,0.999999999999571,1,"Not significant"
"lmo1",-0.110248029199309,1.54515349628295,0,0.999999999999572,1,"Not significant"
"sh2d1b",0.121639319380833,4.11443235992525,0,0.999999999999574,1,"Not significant"
"zfc3h1",-0.349815815972638,5.82489426419389,0,0.999999999999577,1,"Not significant"
"mast3",-0.469757306424801,6.96940365540987,0,0.999999999999578,1,"Not significant"
"tmem258",0.373979187692189,4.77541380073206,0,0.999999999999578,1,"Not significant"
"sarm1",0.22102581616092,1.64003664557409,0,0.999999999999578,1,"Not significant"
"krba2",-0.207636384510727,1.12286761801811,0,0.999999999999581,1,"Not significant"
"cbfa2t2",0.326622997222689,3.55427023418961,0,0.999999999999581,1,"Not significant"
"stmn3",0.0141535788848719,2.37675537882395,0,0.999999999999582,1,"Not significant"
"carmil2",-0.383629999416834,5.57001557592061,0,0.999999999999583,1,"Not significant"
"c1orf122",0.343201380436238,2.02457557586263,0,0.999999999999589,1,"Not significant"
"hlx",-0.0474692451039864,5.26125426981717,0,0.99999999999959,1,"Not significant"
"chchd1",0.235046644881111,2.3026983926073,0,0.999999999999592,1,"Not significant"
"heatr5b",-0.408495087558644,4.65191658530098,0,0.999999999999593,1,"Not significant"
"n6amt1",-0.20239686985843,0.422689215403296,0,0.999999999999597,1,"Not significant"
"fitm1",0.0678445742779723,2.68522299620997,0,0.999999999999606,1,"Not significant"
"h2bc18",0.232802508568686,3.96975467949448,0,0.999999999999607,1,"Not significant"
"ndufaf4",-0.194852206256691,0.629332466159392,0,0.999999999999607,1,"Not significant"
"sox12",-0.248116651085394,2.77769487351777,0,0.999999999999614,1,"Not significant"
"id3",0.220967008357807,3.34443151736276,0,0.999999999999619,1,"Not significant"
"tmem147",0.350280051771274,5.90452219423635,0,0.999999999999624,1,"Not significant"
"rad23a",0.0101537758564065,7.58981434286588,0,0.999999999999625,1,"Not significant"
"akr1a1",0.228174383500757,6.65745967918788,0,0.999999999999626,1,"Not significant"
"pnp",0.358826759387943,8.80683042475498,0,0.999999999999627,1,"Not significant"
"tbc1d2",-0.346374795938519,4.35418654339871,0,0.999999999999629,1,"Not significant"
"mpnd",0.1062594986292,4.95586826202145,0,0.999999999999634,1,"Not significant"
"utp6",-0.45616323320239,3.80832931799567,0,0.999999999999636,1,"Not significant"
"mybbp1a",-0.509065072830725,6.83561253230447,0,0.999999999999636,1,"Not significant"
"pstpip1",0.408724899443588,7.92519241024751,0,0.999999999999639,1,"Not significant"
"washc4",-0.148788849227017,4.59390932290116,0,0.999999999999643,1,"Not significant"
"fbxo24",-0.225000848717628,0.0369914715732306,0,0.999999999999645,1,"Not significant"
"lbr",-0.500085309441597,7.58734579799244,0,0.99999999999965,1,"Not significant"
"dnajc15",0.335772103179449,2.65162132962073,0,0.999999999999654,1,"Not significant"
"rnf167",0.403720317538641,8.44581718347453,0,0.999999999999658,1,"Not significant"
"g3bp2",-0.372512167660893,5.24428652835963,0,0.99999999999966,1,"Not significant"
"steap4",0.19394298828426,6.99960492013492,0,0.999999999999662,1,"Not significant"
"rps6ka3",-0.375281453654046,4.28040441835619,0,0.999999999999665,1,"Not significant"
"tead2",-0.0506029779733753,-0.944626863248034,0,0.999999999999669,1,"Not significant"
"mpp3",0.106996302141395,-0.0133886656375162,0,0.999999999999672,1,"Not significant"
"plscr3",-0.47646652072012,4.98867113611085,0,0.999999999999674,1,"Not significant"
"capg",0.395614654942921,10.1619253147314,0,0.999999999999675,1,"Not significant"
"bmp2",-0.141838795240903,1.1057922689741,0,0.999999999999676,1,"Not significant"
"cdnf",-0.115514386136548,-1.07024242633648,0,0.999999999999682,1,"Not significant"
"fzd1",-0.346536490949808,1.0217979697527,0,0.999999999999688,1,"Not significant"
"psrc1",0.293590590532053,4.56368291653379,0,0.999999999999688,1,"Not significant"
"efhd2",0.390968299566927,9.55480613132609,0,0.999999999999689,1,"Not significant"
"samd10",0.0344798840671888,0.636944592982796,0,0.999999999999694,1,"Not significant"
"ccdc122",0.309429821033356,-0.18871256790152,0,0.999999999999694,1,"Not significant"
"slc16a7",-0.149218351243572,2.47927235520439,0,0.999999999999697,1,"Not significant"
"avl9",-0.129267424287574,4.14871786574519,0,0.999999999999698,1,"Not significant"
"tgfb1",0.423302579102,8.59361799468033,0,0.999999999999699,1,"Not significant"
"utp4",-0.499029083564794,4.7598524480993,0,0.9999999999997,1,"Not significant"
"cd68",0.230220285221494,6.09897476262992,0,0.999999999999701,1,"Not significant"
"arhgef16",0.232671049762167,2.72839231395396,0,0.999999999999708,1,"Not significant"
"ripor3",-0.0109055581374689,2.57826965325208,0,0.999999999999708,1,"Not significant"
"rps6ka2",0.415618167608061,6.78659775330263,0,0.999999999999714,1,"Not significant"
"or9k2",0.0170026612624511,0.875314464421879,0,0.999999999999716,1,"Not significant"
"smo",0.00695882130034942,0.769206635444785,0,0.999999999999716,1,"Not significant"
"purg",-0.131281358923779,-0.266804735088458,0,0.999999999999719,1,"Not significant"
"tab3",-0.0680562132725,4.00271201102996,0,0.999999999999725,1,"Not significant"
"spata6",-0.24696330049819,0.934811850138989,0,0.999999999999727,1,"Not significant"
"rnaseh2a",-0.26230910153003,3.79032583703918,0,0.999999999999729,1,"Not significant"
"scrn3",0.0642308906521952,-0.564366228957944,0,0.999999999999729,1,"Not significant"
"cdo1",-0.0489596110977415,-0.186376499138518,0,0.999999999999735,1,"Not significant"
"slc7a5",-0.113048508416002,3.65502452077047,0,0.999999999999736,1,"Not significant"
"mss51",-0.261366765726962,1.45036328821097,0,0.999999999999737,1,"Not significant"
"zc2hc1c",-0.14737109001758,0.0591853814018806,0,0.99999999999974,1,"Not significant"
"pdk3",0.342013254006707,5.26199540526249,0,0.99999999999974,1,"Not significant"
"tars3",0.285423228220881,2.92531520665849,0,0.999999999999741,1,"Not significant"
"pum1",-0.422233780307231,5.57119808534411,0,0.999999999999741,1,"Not significant"
"pak2",-0.24072303262118,5.98317571536411,0,0.999999999999743,1,"Not significant"
"asb15",0.0779180785881568,-0.736311964709261,0,0.999999999999743,1,"Not significant"
"rab11a",0.45175244017375,6.61056611248767,0,0.999999999999745,1,"Not significant"
"ago3",-0.195736855437546,1.32897702291691,0,0.999999999999745,1,"Not significant"
"bbc3",0.268065049543803,3.74099546621934,0,0.999999999999746,1,"Not significant"
"cd1e",-0.234556389915562,6.77029051375666,0,0.999999999999751,1,"Not significant"
"ofd1",-0.468227554002238,5.25426375161669,0,0.999999999999754,1,"Not significant"
"ephb6",-0.223362979958176,2.74936996734111,0,0.999999999999755,1,"Not significant"
"igsf9",0.319816912711883,5.35127814734536,0,0.999999999999757,1,"Not significant"
"nr2c2",-0.23063942308797,3.61016786393667,0,0.999999999999757,1,"Not significant"
"msantd2",-0.259863784378008,-0.108520208612441,0,0.999999999999758,1,"Not significant"
"tcn2",0.468225958698721,2.40894263911019,0,0.999999999999763,1,"Not significant"
"trbv9",-0.00470665645266788,4.98412663362789,0,0.999999999999763,1,"Not significant"
"arpc3",0.386573537941714,7.12281645605658,0,0.999999999999763,1,"Not significant"
