"","logFC","AveExpr","t","P.Value","adj.P.Val"
"col8a1",-1.58415374894524,-3.42035808955967,-4.42455117686496,8.15813663157637e-06,0.000325270311944775
"il1r1",-1.24178924507991,1.0260397516097,-4.42357618557031,8.19156753534037e-06,0.000325576170060274
"stac3",-1.03125145839021,0.232811134431757,-4.3926109351436,9.32447662465651e-06,0.00036828768768448
"tifa",-0.922772262384789,4.74472116225386,-4.39107244056302,9.38451986625025e-06,0.000369504506509461
"treml4",-0.93060000706964,5.76820182980231,-4.36614416298007,1.04106994129767e-05,0.000406113672471027
"il1b",-0.940374213456188,9.75704995957486,-4.35970014292763,1.0692998105641e-05,0.000415842470945222
"gk2",-0.947154744463003,5.11822506998747,-4.35323635782811,1.09835334763716e-05,0.000424528683816088
"serpinc1",-1.05211856291929,-0.170736305513879,-4.34119258927053,1.15452026744705e-05,0.000443987723869553
"bmp4",-0.928714219145855,2.08337706984824,-4.34094066785289,1.15572403792296e-05,0.000443987723869553
"fosl2",-0.869659154345853,6.73798650503713,-4.33224768938666,1.19800755702244e-05,0.000458836894339593
"thsd1",-0.972547698078881,2.59491402560381,-4.33101372532656,1.20412861634485e-05,0.000458855816924537
"tlr2",-1.00764708597214,7.62202197644184,-4.33077466896522,1.20531791454186e-05,0.000458855816924537
"gltpd2",-0.907245494640279,2.37669257346892,-4.32320830436838,1.24354777768181e-05,0.000471987998862476
"fcer1g",-0.884948556435381,9.44039368748181,-4.32040028923472,1.25802921981611e-05,0.000476054829618439
"adam8",-0.843434676625931,10.9554459983167,-4.3003501652473,1.36623144849981e-05,0.000513922597547293
"arl14epl",-1.62535832342122,-3.52193953334363,-4.29910643318587,1.37322922855721e-05,0.000514255878056706
"plin4",-1.24796784531862,0.31328985438139,-4.29874751066602,1.37525505802015e-05,0.000514255878056706
"shoc1",-1.49381193801681,-2.82422785238737,-4.29769601634242,1.38120640725036e-05,0.000514957751658919
"mefv",-0.882638606918512,10.7224336506532,-4.29156123409916,1.41642375476493e-05,0.000526534701072763
"hbegf",-1.34190608858676,-1.57795427880668,-4.28718431126277,1.44207414951009e-05,0.000534497805737771
"kbtbd7",-0.963003432278352,6.45166169841404,-4.25345557449167,1.65521687320269e-05,0.000604632545098521
