Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F5_FWB_mum_end_2018B_1	F5_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39363741.0	0.0	100.0	54.0	42.810831840937496	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F5_FWB_mum_end_2018B_2	F5_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39363741.0	0.0	100.0	54.0	41.892011809903735	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F5_FWB_mum_start_2018B_1	F5_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63026720.0	0.0	100.0	52.0	42.17088726144888	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F5_FWB_mum_start_2018B_2	F5_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63026720.0	0.0	100.0	52.0	47.41856503898497	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F6_FWB_mum_end_2018B_1	F6_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31856867.0	0.0	100.0	54.0	41.49528666257069	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F6_FWB_mum_end_2018B_2	F6_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31856867.0	0.0	100.0	54.0	46.843894449048825	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F6_FWB_mum_start_2018B_1	F6_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12415769.0	0.0	100.0	53.0	27.475718648148334	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F6_FWB_mum_start_2018B_2	F6_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12415769.0	0.0	100.0	53.0	29.348410669215948	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F7_FWB_mum_end_2018B_1	F7_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21647808.0	0.0	100.0	54.0	28.32034935363416	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F7_FWB_mum_end_2018B_2	F7_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21647808.0	0.0	100.0	54.0	31.026116906395647	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F7_FWB_mum_start_2018B_1	F7_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37568400.0	0.0	100.0	54.0	34.7187549780241	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F7_FWB_mum_start_2018B_2	F7_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37568400.0	0.0	100.0	54.0	40.02847659874851	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F8_FWB_mum_end_2018B_1	F8_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53690798.0	0.0	100.0	52.0	45.57669039429728	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F8_FWB_mum_end_2018B_2	F8_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53690798.0	0.0	100.0	52.0	47.76891393031861	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F8_FWB_mum_start_2018B_1	F8_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34213387.0	0.0	100.0	53.0	55.327409880517244	100.0	100	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F8_FWB_mum_start_2018B_2	F8_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34213387.0	0.0	100.0	53.0	57.83947110865797	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F9_FWB_mum_end_2018B_1	F9_FWB_mum_end_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32596929.0	0.0	100.0	55.0	40.707291488686224	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F9_FWB_mum_end_2018B_2	F9_FWB_mum_end_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32596929.0	0.0	100.0	55.0	45.201367215807956	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F9_FWB_mum_start_2018B_1	F9_FWB_mum_start_2018B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21228945.0	0.0	100.0	54.0	31.028560557787344	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | F9_FWB_mum_start_2018B_2	F9_FWB_mum_start_2018B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21228945.0	0.0	100.0	54.0	38.438387696602156	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB10_FWB_mum_end_2019B_1	FWB10_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38977469.0	0.0	100.0	52.0	45.62671733551855	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB10_FWB_mum_end_2019B_2	FWB10_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38977469.0	0.0	100.0	52.0	48.597916812683046	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB10_FWB_mum_start_2019B_1	FWB10_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24994269.0	0.0	100.0	54.0	38.73884503462703	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB10_FWB_mum_start_2019B_2	FWB10_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24994269.0	0.0	100.0	54.0	40.261326530667816	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB12_FWB_mum_end_2019B_1	FWB12_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50155100.0	0.0	100.0	52.0	47.132735330574334	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB12_FWB_mum_end_2019B_2	FWB12_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50155100.0	0.0	100.0	52.0	49.502663006608984	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB12_FWB_mum_start_2019B_1	FWB12_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68183122.0	0.0	100.0	53.0	35.628416692832445	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB12_FWB_mum_start_2019B_2	FWB12_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68183122.0	0.0	100.0	54.0	40.77349283867709	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB14_FWB_mum_end_2019B_1	FWB14_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59419920.0	0.0	100.0	51.0	47.53005776447676	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB14_FWB_mum_end_2019B_2	FWB14_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59419920.0	0.0	100.0	51.0	48.64282230042716	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB14_FWB_mum_start_2019B_1	FWB14_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33073135.0	0.0	100.0	53.0	41.13117667161578	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB14_FWB_mum_start_2019B_2	FWB14_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33073135.0	0.0	100.0	53.0	42.49774986854463	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB15_FWB_mum_end_2019B_1	FWB15_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30901299.0	0.0	100.0	53.0	47.964847248015	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB15_FWB_mum_end_2019B_2	FWB15_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30901299.0	0.0	100.0	53.0	49.002553553463045	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB15_FWB_mum_start_2019B_1	FWB15_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31974298.0	0.0	100.0	53.0	41.59752011212214	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB15_FWB_mum_start_2019B_2	FWB15_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31974298.0	0.0	100.0	53.0	43.17945839964447	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB17_FWB_mum_end_2019B_1	FWB17_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37893142.0	0.0	100.0	53.0	44.736261034111735	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB17_FWB_mum_end_2019B_2	FWB17_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37893142.0	0.0	100.0	53.0	45.60884301507333	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB17_FWB_mum_start_2019B_1	FWB17_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27722428.0	0.0	100.0	53.0	43.898327181047534	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB17_FWB_mum_start_2019B_2	FWB17_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27722428.0	0.0	100.0	53.0	44.85874819412612	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB19_FWB_mum_end_2019B_1	FWB19_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23788738.0	0.0	100.0	54.0	46.6872460523788	100.0	100	pass	pass	pass	warn	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB19_FWB_mum_end_2019B_2	FWB19_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23788738.0	0.0	100.0	54.0	46.16464929621394	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB19_FWB_mum_start_2019B_1	FWB19_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26470053.0	0.0	100.0	54.0	38.20435865687508	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB19_FWB_mum_start_2019B_2	FWB19_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26470053.0	0.0	100.0	54.0	40.91966892231885	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB21_FWB_mum_end_2019B_1	FWB21_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50909455.0	0.0	100.0	54.0	49.22811942864922	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB21_FWB_mum_end_2019B_2	FWB21_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50909455.0	0.0	100.0	54.0	50.27743841009067	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB21_FWB_mum_start_2019B_1	FWB21_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40419465.0	0.0	100.0	53.0	40.086523752663524	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB21_FWB_mum_start_2019B_2	FWB21_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40419465.0	0.0	100.0	54.0	42.349884727509604	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB22_FWB_mum_end_2019B_1	FWB22_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67028878.0	0.0	100.0	53.0	45.17236526793347	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB22_FWB_mum_end_2019B_2	FWB22_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67028878.0	0.0	100.0	53.0	48.37883338465995	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB22_FWB_mum_start_2019B_1	FWB22_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61670284.0	0.0	100.0	54.0	53.38972265901313	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB22_FWB_mum_start_2019B_2	FWB22_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	61670284.0	0.0	100.0	54.0	57.100273216142675	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB23_FWB_mum_end_2019B_1	FWB23_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36367843.0	0.0	100.0	54.0	40.70596036397323	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB23_FWB_mum_end_2019B_2	FWB23_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36367843.0	0.0	100.0	54.0	42.25283379346737	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB23_FWB_mum_start_2019B_1	FWB23_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35960759.0	0.0	100.0	54.0	49.77282141138392	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB23_FWB_mum_start_2019B_2	FWB23_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35960759.0	0.0	100.0	54.0	38.448051993950436	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB24_FWB_mum_end_2019B_1	FWB24_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19849970.0	0.0	100.0	53.0	47.08860916724838	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB24_FWB_mum_end_2019B_2	FWB24_FWB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19849970.0	0.0	100.0	53.0	49.2749128472751	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB24_FWB_mum_start_2019B_1	FWB24_FWB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34280145.0	0.0	100.0	54.0	39.84711815876093	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB24_FWB_mum_start_2019B_2	FWB24_FWB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34280145.0	0.0	100.0	55.0	41.41443000910277	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | FWB4_FWB_mum_end_2019B_1	FWB4_FWB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44200182.0	0.0	100.0	53.0	44.72540263977607	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
