Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB15_SSB_mum_start_2019B_1	SSB15_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13916084.0	0.0	100.0	55.0	42.04099284222112	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB15_SSB_mum_start_2019B_2	SSB15_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13916084.0	0.0	100.0	55.0	44.0236688167048	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB16_FemaleA_1	SSB16_FemaleA_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23527547.0	0.0	100.0	53.0	40.82824702235121	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB16_FemaleA_2	SSB16_FemaleA_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23527547.0	0.0	100.0	53.0	42.70591334528954	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB16_SSB_mum_end_2019B_1	SSB16_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38995355.0	0.0	100.0	52.0	47.369940026505695	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB16_SSB_mum_end_2019B_2	SSB16_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38995355.0	0.0	100.0	52.0	48.91828226680111	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB16_SSB_mum_start_2019B_1	SSB16_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37139648.0	0.0	100.0	53.0	38.95866533386638	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB16_SSB_mum_start_2019B_2	SSB16_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37139648.0	0.0	100.0	53.0	42.486449300425235	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB20_SSB_mum_end_2019B_1	SSB20_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33541778.0	0.0	100.0	53.0	45.525314955566316	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB20_SSB_mum_end_2019B_2	SSB20_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33541778.0	0.0	100.0	54.0	47.61745469679356	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB20_SSB_mum_start_2019B_1	SSB20_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24505920.0	0.0	100.0	54.0	40.032077357821564	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB20_SSB_mum_start_2019B_2	SSB20_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24505920.0	0.0	100.0	54.0	42.09551502390335	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB21_SSB_mum_end_2019B_1	SSB21_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32837034.0	0.0	100.0	53.0	41.15736238217543	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB21_SSB_mum_end_2019B_2	SSB21_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32837034.0	0.0	100.0	53.0	42.22583223820243	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB21_SSB_mum_start_2019B_1	SSB21_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32907291.0	0.0	100.0	53.0	40.27963788554535	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB21_SSB_mum_start_2019B_2	SSB21_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32907291.0	0.0	100.0	53.0	42.25790423845368	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB2_SSB_mum_end_2019B_1	SSB2_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44615471.0	0.0	100.0	52.0	48.5376186994879	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB2_SSB_mum_end_2019B_2	SSB2_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44615471.0	0.0	100.0	53.0	49.065759651381484	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB2_SSB_mum_start_2019B_1	SSB2_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25282856.0	0.0	100.0	53.0	45.16998648699189	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB2_SSB_mum_start_2019B_2	SSB2_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25282856.0	0.0	100.0	53.0	47.41696288578001	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB6_SSB_mum_end_2019B_1	SSB6_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39818366.0	0.0	100.0	53.0	43.985062518829054	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB6_SSB_mum_end_2019B_2	SSB6_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39818366.0	0.0	100.0	53.0	45.908825844250615	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB6_SSB_mum_start_2019B_1	SSB6_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57158230.0	0.0	100.0	52.0	41.99164847104219	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB6_SSB_mum_start_2019B_2	SSB6_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57158230.0	0.0	100.0	52.0	44.63643509180213	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB7_SSB_mum_end_2019B_1	SSB7_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52291234.0	0.0	100.0	53.0	45.39136604759237	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB7_SSB_mum_end_2019B_2	SSB7_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52291234.0	0.0	100.0	53.0	45.46640711222469	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB7_SSB_mum_start_2019B_1	SSB7_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57094777.0	0.0	100.0	53.0	42.06723255267831	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB7_SSB_mum_start_2019B_2	SSB7_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57094777.0	0.0	100.0	53.0	45.09814445503184	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB9_SSB_mum_end_2019B_1	SSB9_SSB_mum_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45026492.0	0.0	100.0	53.0	44.70905410516122	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB9_SSB_mum_end_2019B_2	SSB9_SSB_mum_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45026492.0	0.0	100.0	53.0	46.42380774230126	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB9_SSB_mum_start_2019B_1	SSB9_SSB_mum_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37380585.0	0.0	100.0	54.0	44.71486668931991	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB9_SSB_mum_start_2019B_2	SSB9_SSB_mum_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37380585.0	0.0	100.0	54.0	45.84351186911731	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB_H15A_1	SSB_H15A_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24810482.0	0.0	100.0	53.0	43.30731394249389	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | SSB_H15A_2	SSB_H15A_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24810482.0	0.0	100.0	52.0	44.629673950587446	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T15_SSB_pup_end_2019B_1	T15_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25543607.0	0.0	100.0	54.0	42.78507670740858	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T15_SSB_pup_end_2019B_2	T15_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25543607.0	0.0	100.0	54.0	45.71611654115142	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T15_SSB_pup_start_2019B_1	T15_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67132050.0	0.0	100.0	53.0	35.418765374533706	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T15_SSB_pup_start_2019B_2	T15_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67132050.0	0.0	100.0	53.0	38.13630872937305	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T16_SSB_pup_end_2019B_1	T16_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25188693.0	0.0	100.0	53.0	46.01508745407803	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T16_SSB_pup_end_2019B_2	T16_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25188693.0	0.0	100.0	53.0	48.3626397174352	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T16_SSB_pup_start_2019B_1	T16_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24205523.0	0.0	100.0	54.0	42.67363995279011	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T16_SSB_pup_start_2019B_2	T16_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24205523.0	0.0	100.0	54.0	44.61624259185759	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T20_SSB_pup_end_2019B_1	T20_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60070755.0	0.0	100.0	52.0	43.00666662031396	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T20_SSB_pup_end_2019B_2	T20_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	60070755.0	0.0	100.0	52.0	44.354371583587096	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T21_SSB_pup_start_2019B_1	T21_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40274107.0	0.0	100.0	53.0	44.54465257892024	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T21_SSB_pup_start_2019B_2	T21_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40274107.0	0.0	100.0	53.0	47.576352841426015	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T2_SSB_pup_end_2019B_1	T2_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21812687.0	0.0	100.0	53.0	48.92079129589047	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T2_SSB_pup_end_2019B_2	T2_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21812687.0	0.0	100.0	53.0	49.362837435454075	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T2_SSB_pup_start_2019B_1	T2_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58337659.0	0.0	100.0	54.0	39.97892860363157	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T2_SSB_pup_start_2019B_2	T2_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58337659.0	0.0	100.0	54.0	44.0168396121512	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T6_SSB_pup_end_2019B_1	T6_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67071722.0	0.0	100.0	52.0	41.21182633531898	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T6_SSB_pup_end_2019B_2	T6_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67071722.0	0.0	100.0	52.0	42.02638216329292	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T6_SSB_pup_start_2019B_1	T6_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67215336.0	0.0	100.0	53.0	41.124510408749885	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T6_SSB_pup_start_2019B_2	T6_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	67215336.0	0.0	100.0	53.0	43.69941221769749	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T7_SSB_pup_end_2019B_1	T7_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37705861.0	0.0	100.0	52.0	47.01869220604063	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T7_SSB_pup_end_2019B_2	T7_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37705861.0	0.0	100.0	52.0	49.02242188180801	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T7_SSB_pup_start_2019B_1	T7_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20489000.0	0.0	100.0	54.0	43.583031044576174	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T7_SSB_pup_start_2019B_2	T7_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20489000.0	0.0	100.0	54.0	46.19388534200778	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T8_SSB_pup_end_2019B_1	T8_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39176160.0	0.0	100.0	53.0	49.98255140442603	100.0	100	pass	pass	pass	fail	fail	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T8_SSB_pup_end_2019B_2	T8_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39176160.0	0.0	100.0	53.0	52.96624864412405	100.0	100	pass	pass	pass	warn	fail	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T8_SSB_pup_start_2019B_1	T8_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41161172.0	0.0	100.0	53.0	46.768023800482545	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T8_SSB_pup_start_2019B_2	T8_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41161172.0	0.0	100.0	53.0	62.469016730875616	100.0	100	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T9_SSB_pup_end_2019B_1	T9_SSB_pup_end_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66986676.0	0.0	100.0	52.0	44.22099551755983	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T9_SSB_pup_end_2019B_2	T9_SSB_pup_end_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66986676.0	0.0	100.0	52.0	45.93042221800442	100.0	100	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T9_SSB_pup_start_2019B_1	T9_SSB_pup_start_2019B_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46824174.0	0.0	100.0	53.0	38.41561446666506	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
prj | furseal-rna | RebeccaN | rnagel | RNAseq | FastQC | T9_SSB_pup_start_2019B_2	T9_SSB_pup_start_2019B_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46824174.0	0.0	100.0	53.0	40.920246738078944	100.0	100	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
